trial_id,loss,KLD_loss,time_this_iter_s,done,timesteps_total,episodes_total,training_iteration,experiment_id,date,timestamp,time_total_s,pid,hostname,node_ip,time_since_restore,timesteps_since_restore,iterations_since_restore,experiment_tag,config.latent_dim,config.beta,config.num_conv_blocks,config.num_trans_conv_blocks,config.hidden_dims
dd087_00133,0.56504887342453,-8.789608330062038e-08,5.832737684249878,True,,,30,5ea5302b29f3429dbaf048e2d96d7a3c,2021-12-15_20-59-25,1639594765,176.01171565055847,262127,r13c24.bullx,10.140.2.218,176.01171565055847,0,30,133_beta=0.1162,5,0.11620260690320375,2,3,"[4, 2, 1]"
dd087_00134,0.565048336982727,-5.370294275053311e-06,5.869358062744141,True,,,30,e5979118d15e4702ab57e12fdb77a0f6,2021-12-15_20-59-27,1639594767,176.42592692375183,263461,r13c24.bullx,10.140.2.218,176.42592692375183,0,30,134_beta=0.0029816,5,0.002981639154492444,2,3,"[4, 2, 1]"
dd087_00135,0.5650497078895569,-8.779581150974991e-08,5.900489568710327,True,,,30,772504d6dd83489d9e6766d070ca95a3,2021-12-15_20-59-50,1639594790,176.35256671905518,7323,r13c24.bullx,10.140.2.218,176.35256671905518,0,30,135_beta=0.41649,5,0.41649127292228866,2,3,"[4, 2, 1]"
dd087_00136,0.23996618390083313,-2.0455052852630615,5.528966426849365,True,,,30,14fcbd7c458f4b6f965d951de83aa2ca,2021-12-15_21-02-26,1639594946,177.45350432395935,97412,r13c24.bullx,10.140.2.218,177.45350432395935,0,30,136_beta=0.00049335,5,0.0004933473451479709,2,3,"[4, 2, 1]"
dd087_00137,0.5650571584701538,-9.22319998153398e-08,5.959436416625977,True,,,30,df304cb490434316a9e5c90313851697,2021-12-15_21-02-27,1639594947,176.09988689422607,99379,r13c24.bullx,10.140.2.218,176.09988689422607,0,30,137_beta=2.7487,5,2.7487413553968083,2,3,"[4, 2, 1]"
dd087_00138,0.5650489926338196,-9.153480817758464e-08,5.94657564163208,True,,,30,d7e852c5fa5b4f549f9c97a8dfbe2932,2021-12-15_21-02-50,1639594970,176.71798300743103,112615,r13c24.bullx,10.140.2.218,176.71798300743103,0,30,138_beta=0.13976,5,0.13975989326972388,2,3,"[4, 2, 1]"
dd087_00139,0.565048336982727,-1.3629442037199624e-05,5.696716785430908,True,,,30,2bce50499e4f44c091d3430bc02c890f,2021-12-15_21-03-54,1639595034,176.24235343933105,151022,r13c24.bullx,10.140.2.218,176.24235343933105,0,30,139_beta=0.0018329,5,0.0018328806843385438,2,3,"[4, 2, 1]"
dd087_00140,0.010803040117025375,-621.3588256835938,6.010231256484985,True,,,240,3cd37c86c06f4b5cbbca6a3626077227,2021-12-15_21-24-49,1639596289,1397.1548533439636,171125,r13c24.bullx,10.140.2.218,1397.1548533439636,0,240,140_beta=6.9974e-10,5,6.997422692092131e-10,2,3,"[4, 2, 1]"
dd087_00141,0.5650482773780823,-7.086468485795194e-06,5.791043281555176,True,,,30,e366fea0a2c344fc9d773d5c99686abb,2021-12-15_21-05-26,1639595126,176.3292715549469,203935,r13c24.bullx,10.140.2.218,176.3292715549469,0,30,141_beta=0.0026024,5,0.002602360719869407,2,3,"[4, 2, 1]"
dd087_00142,0.56504887342453,-8.625736882095225e-06,5.967015743255615,True,,,30,6f45e896e7c04cd18f85f5f07ea2f3a0,2021-12-15_21-05-26,1639595126,175.97426176071167,205264,r13c24.bullx,10.140.2.218,175.97426176071167,0,30,142_beta=0.0012017,5,0.001201734850949935,2,3,"[4, 2, 1]"
dd087_00143,0.011550333350896835,-903.095703125,5.598857164382935,True,,,120,415ca92d15ed47f69a6b793b86988d20,2021-12-15_21-14-42,1639595682,709.2355027198792,218273,r13c24.bullx,10.140.2.218,709.2355027198792,0,120,143_beta=1.2978e-10,5,1.2977512568179557e-10,2,3,"[4, 2, 1]"
dd087_00144,0.5650486350059509,-1.1418818246511364e-07,5.7319488525390625,True,,,30,a2505b9a4ee94265877f2eab8e764d9b,2021-12-15_21-06-51,1639595211,174.38763785362244,256051,r13c24.bullx,10.140.2.218,174.38763785362244,0,30,144_beta=0.039739,5,0.039738746080268506,2,3,"[4, 2, 1]"
dd087_00145,0.07845398783683777,-6.409514427185059,5.728742599487305,True,,,30,76333de336024ccfaa283fcbe9eade3c,2021-12-15_21-08-25,1639595305,175.93234038352966,40528,r13c24.bullx,10.140.2.218,175.93234038352966,0,30,145_beta=0.00013025,5,0.00013025163296077864,2,3,"[4, 2, 1]"
dd087_00146,0.010559234768152237,-623.6864013671875,5.829564332962036,True,,,350,222a8a06fe584e6d915f7b304e9847c1,2021-12-15_21-40-17,1639597217,2088.2160193920135,40532,r13c24.bullx,10.140.2.218,2088.2160193920135,0,350,146_beta=3.7566e-10,5,3.7565670445720023e-10,2,3,"[4, 2, 1]"
dd087_00147,0.015432312153279781,-29.21070098876953,5.887843132019043,True,,,60,e8f45d410b0d44e5889e7880722bc6d5,2021-12-15_21-12-46,1639595566,351.26282501220703,90067,r13c24.bullx,10.140.2.218,351.26282501220703,0,60,147_beta=1.1792e-06,5,1.1791746356399131e-06,2,3,"[4, 2, 1]"
dd087_00148,0.01737312227487564,-22.503957748413086,5.911470651626587,True,,,60,066f404e6cad4f1d83a40b6781e79708,2021-12-15_21-13-51,1639595631,351.53041887283325,129297,r13c24.bullx,10.140.2.218,351.53041887283325,0,60,148_beta=3.4159e-06,5,3.4158554425892534e-06,2,3,"[4, 2, 1]"
dd087_00149,0.015303675085306168,-40.19369888305664,5.918561697006226,True,,,60,92ad4ca9aeb84fd6a69a194a3e74737b,2021-12-15_21-14-25,1639595665,356.23290061950684,146218,r13c24.bullx,10.140.2.218,356.23290061950684,0,60,149_beta=4.686e-07,5,4.68597171856378e-07,2,3,"[4, 2, 1]"
dd087_00150,0.11145887523889542,-3.440847873687744,6.202841281890869,True,,,30,22269f4d37314ef7953ad3ecf580e4f9,2021-12-15_21-15-47,1639595747,177.6293044090271,29671,r13c24.bullx,10.140.2.218,177.6293044090271,0,30,150_beta=0.00031735,5,0.0003173459902773589,2,3,"[4, 2, 1]"
dd087_00151,0.028854403644800186,-13.767498970031738,5.760893821716309,True,,,60,4d0ea89b099440f8860e047909cc24ef,2021-12-15_21-19-49,1639595989,355.2634599208832,67936,r13c24.bullx,10.140.2.218,355.2634599208832,0,60,151_beta=2.496e-05,5,2.4960017924930445e-05,2,3,"[4, 2, 1]"
dd087_00152,0.5650485157966614,-2.499215838724922e-07,6.001528024673462,True,,,30,ec44134f24854123a33cf21830595014,2021-12-15_21-17-25,1639595845,176.96896195411682,87609,r13c24.bullx,10.140.2.218,176.96896195411682,0,30,152_beta=0.0166,5,0.016599765983461287,2,3,"[4, 2, 1]"
dd087_00153,0.015269478783011436,-38.58168029785156,5.955931901931763,True,,,60,ecf517ff9f964370b8adaad9ab69a6e9,2021-12-15_21-20-40,1639596040,354.3774588108063,97795,r13c24.bullx,10.140.2.218,354.3774588108063,0,60,153_beta=5.1641e-07,5,5.164062414374898e-07,2,3,"[4, 2, 1]"
dd087_00154,0.020116424188017845,-18.704700469970703,5.729599952697754,True,,,60,792b43ebd5244638820fb7324a8abec7,2021-12-15_21-21-44,1639596104,352.74105525016785,136136,r13c24.bullx,10.140.2.218,352.74105525016785,0,60,154_beta=6.4829e-06,5,6.482937625084488e-06,2,3,"[4, 2, 1]"
dd087_00155,0.5650504231452942,-8.857885092083961e-08,5.728238582611084,True,,,30,a361768508164630acb67ba05f98e1b2,2021-12-15_21-20-24,1639596024,175.4989550113678,193378,r13c24.bullx,10.140.2.218,175.4989550113678,0,30,155_beta=0.60741,5,0.6074094757343891,2,3,"[4, 2, 1]"
dd087_00156,0.010572362691164017,-32.81363296508789,5.891605377197266,True,,,350,247f6af25577474ea027db32c26fcd10,2021-12-15_21-54-19,1639598059,2065.599048614502,7358,r13c24.bullx,10.140.2.218,2065.599048614502,0,350,156_beta=1.2845e-07,5,1.2844564236287281e-07,2,3,"[4, 2, 1]"
dd087_00157,0.011727322824299335,-30.338838577270508,5.952868461608887,True,,,120,8421af1a5be9445ea32c9ac6cc73e273,2021-12-15_21-32-08,1639596728,701.5246567726135,27925,r13c24.bullx,10.140.2.218,701.5246567726135,0,120,157_beta=4.9396e-07,5,4.939564971001171e-07,2,3,"[4, 2, 1]"
dd087_00158,0.011540667153894901,-738.1244506835938,5.958331346511841,True,,,120,eab30012c10a43d8b814316aaa4a094e,2021-12-15_21-32-28,1639596748,704.9615931510925,37464,r13c24.bullx,10.140.2.218,704.9615931510925,0,120,158_beta=1.0326e-09,5,1.0326281870797472e-09,2,3,"[4, 2, 1]"
dd087_00159,0.5650680661201477,-9.706302961376423e-08,5.655513525009155,True,,,30,20af0180ddde4d8d83dc5f9598857172,2021-12-15_21-24-43,1639596283,176.18774676322937,74853,r13c24.bullx,10.140.2.218,176.18774676322937,0,30,159_beta=5.8932,5,5.893198102080194,2,3,"[4, 2, 1]"
dd087_00160,0.011545062065124512,-778.0458374023438,5.996550559997559,True,,,120,805c7335faa643f7a71d1344218e09c0,2021-12-15_21-35-00,1639596900,705.3293697834015,126781,r13c24.bullx,10.140.2.218,705.3293697834015,0,120,160_beta=7.4192e-10,5,7.419232617835719e-10,2,3,"[4, 2, 1]"
dd087_00161,0.01660902425646782,-26.530529022216797,5.694240093231201,True,,,60,f56aec39087444f0a944535ef961d54b,2021-12-15_21-30-36,1639596636,349.51607871055603,180136,r13c24.bullx,10.140.2.218,349.51607871055603,0,60,161_beta=1.901e-06,5,1.9010336303707083e-06,2,3,"[4, 2, 1]"
dd087_00162,0.011543003842234612,-519.1193237304688,5.711048603057861,True,,,120,3708e251510c4bc0a393ea83d822309f,2021-12-15_21-36-46,1639597006,713.8778495788574,183197,r13c24.bullx,10.140.2.218,713.8778495788574,0,120,162_beta=3.4924e-09,5,3.4923953205676687e-09,2,3,"[4, 2, 1]"
dd087_00163,0.016133569180965424,-197.99671936035156,5.943674802780151,True,,,60,78d1b8f789464b94b878383ab3373551,2021-12-15_21-33-32,1639596812,351.5369164943695,12062,r13c24.bullx,10.140.2.218,351.5369164943695,0,60,163_beta=4.7628e-08,5,4.762796560679634e-08,2,3,"[4, 2, 1]"
dd087_00164,0.015564233995974064,-135.45626831054688,5.865112543106079,True,,,60,8ede5f6e492541e9b40b17af820c0c31,2021-12-15_21-36-33,1639596993,353.99099922180176,117390,r13c24.bullx,10.140.2.218,353.99099922180176,0,60,164_beta=7.9329e-08,5,7.932891917421001e-08,2,3,"[4, 2, 1]"
dd087_00165,0.01536047738045454,-31.42561912536621,5.926968097686768,True,,,60,677b2ca4f72248b8a0c976030766d5bf,2021-12-15_21-38-07,1639597087,355.67432951927185,171582,r13c24.bullx,10.140.2.218,355.67432951927185,0,60,165_beta=9.3212e-07,5,9.321187667594614e-07,2,3,"[4, 2, 1]"
dd087_00166,0.5650508403778076,-8.866159362241888e-08,6.113902568817139,True,,,30,614e7f225e804e1bb2e920fc291b0da5,2021-12-15_21-35-28,1639596928,176.78890419006348,183266,r13c24.bullx,10.140.2.218,176.78890419006348,0,30,166_beta=0.78255,5,0.7825486409760903,2,3,"[4, 2, 1]"
dd087_00167,0.01575925573706627,-26.305646896362305,5.816245794296265,True,,,60,e0d86b1edabd438b975a16ec05632786,2021-12-15_21-39-29,1639597169,353.6877956390381,221075,r13c24.bullx,10.140.2.218,353.6877956390381,0,60,167_beta=1.6529e-06,5,1.6529118028242648e-06,2,3,"[4, 2, 1]"
dd087_00168,0.015496238134801388,-30.034250259399414,5.9285361766815186,True,,,60,7ab354d8883446619f4479f3a851243b,2021-12-15_21-40-58,1639597258,354.9031927585602,2784,r13c24.bullx,10.140.2.218,354.9031927585602,0,60,168_beta=1.0809e-06,5,1.080889059717487e-06,2,3,"[4, 2, 1]"
dd087_00169,0.01055547408759594,-716.0409545898438,5.4179463386535645,True,,,350,c3ddd51115924b78abe5216e1268a17f,2021-12-15_22-10-13,1639599013,2081.9788386821747,19617,r13c24.bullx,10.140.2.218,2081.9788386821747,0,350,169_beta=1.5721e-10,5,1.5721265976145068e-10,2,3,"[4, 2, 1]"
dd087_00170,0.011549880728125572,-826.3411865234375,5.783391237258911,True,,,120,6639e505ed514f0e8b7260acbb0018ab,2021-12-15_21-48-24,1639597704,707.4838185310364,57421,r13c24.bullx,10.140.2.218,707.4838185310364,0,120,170_beta=4.5897e-10,5,4.58968636842288e-10,2,3,"[4, 2, 1]"
dd087_00171,0.015446217730641365,-414.7808532714844,5.812157869338989,True,,,60,70ec9b0692c84831a1ec863e3f943ff3,2021-12-15_21-42-42,1639597362,352.9863865375519,64605,r13c24.bullx,10.140.2.218,352.9863865375519,0,60,171_beta=1.4776e-08,5,1.4775606602269907e-08,2,3,"[4, 2, 1]"
dd087_00172,0.011835412122309208,-29.12397003173828,5.861314296722412,True,,,120,7725666c729544aaa77ec9ed8b12b523,2021-12-15_21-49-58,1639597798,707.6472828388214,112560,r13c24.bullx,10.140.2.218,707.6472828388214,0,120,172_beta=5.8064e-07,5,5.806388269542947e-07,2,3,"[4, 2, 1]"
dd087_00173,0.011540989391505718,-877.601318359375,5.806304931640625,True,,,120,2b21d5ae2f364913b20798eb89d257e4,2021-12-15_21-51-21,1639597881,708.7433035373688,159544,r13c24.bullx,10.140.2.218,708.7433035373688,0,120,173_beta=2.0566e-10,5,2.0565824286092867e-10,2,3,"[4, 2, 1]"
dd087_00174,0.5650482177734375,-7.851419468352105e-06,5.996898412704468,True,,,30,c5caa36498fb4b20ac3576ddc80d8ff2,2021-12-15_21-43-15,1639597395,174.62457489967346,188472,r13c24.bullx,10.140.2.218,174.62457489967346,0,30,174_beta=0.002481,5,0.0024809703252122645,2,3,"[4, 2, 1]"
dd087_00175,0.010557820089161396,-578.0291748046875,4.575357675552368,True,,,350,43caa747993f4510be4b7df4ad2ab7c1,2021-12-15_22-14-21,1639599261,2000.227438211441,212480,r13c24.bullx,10.140.2.218,2000.227438211441,0,350,175_beta=4.9389e-10,5,4.938920805107541e-10,2,3,"[4, 2, 1]"
dd087_00176,0.5650564432144165,-9.253037802636754e-08,5.7496819496154785,True,,,30,5701914d62ba4b62b4e02a3f43cc27fd,2021-12-15_21-45-41,1639597541,175.69275426864624,3995,r13c24.bullx,10.140.2.218,175.69275426864624,0,30,176_beta=2.4944,5,2.4944368634335645,2,3,"[4, 2, 1]"
dd087_00177,0.011582988314330578,-32.47291564941406,5.964468717575073,True,,,120,b4f8b053a9b04b60ae47177d7fc33d45,2021-12-15_21-55-03,1639598103,704.4546356201172,22892,r13c24.bullx,10.140.2.218,704.4546356201172,0,120,177_beta=3.7705e-07,5,3.7704581451814886e-07,2,3,"[4, 2, 1]"
dd087_00178,0.5650590658187866,-9.311774107345627e-08,5.90651798248291,True,,,30,4490caa9cd854a95b62cb79ffb7d7291,2021-12-15_21-48-38,1639597718,174.09620881080627,108149,r13c24.bullx,10.140.2.218,174.09620881080627,0,30,178_beta=3.3194,5,3.319425620579474,2,3,"[4, 2, 1]"
dd087_00179,0.04307733103632927,-7.799100399017334,5.897649526596069,True,,,60,d48c89bf07e04f4cbc3fe5acb77c1d6e,2021-12-15_21-54-28,1639598068,361.31956148147583,204576,r13c24.bullx,10.140.2.218,361.31956148147583,0,60,179_beta=6.6158e-05,5,6.61575104925741e-05,2,3,"[4, 2, 1]"
dd087_00180,0.01666496880352497,-26.228609085083008,5.8948047161102295,True,,,60,6b0daed10ad14f5ba50c393f8f7cf690,2021-12-15_21-54-40,1639598080,358.1670355796814,212192,r13c24.bullx,10.140.2.218,358.1670355796814,0,60,180_beta=1.9928e-06,5,1.9927546161010357e-06,2,3,"[4, 2, 1]"
dd087_00181,0.5650497674942017,-8.817998065069332e-08,5.7857677936553955,True,,,30,b296ff23e0904d86af4c0256fd689cad,2021-12-15_21-52-55,1639597975,173.33499765396118,258397,r13c24.bullx,10.140.2.218,173.33499765396118,0,30,181_beta=0.40523,5,0.4052309544846164,2,3,"[4, 2, 1]"
dd087_00182,0.139428049325943,-3.7441246509552,5.8936920166015625,True,,,30,1ceb2810a1934ea6bd1c08070e5be34f,2021-12-15_21-54-22,1639598062,177.0560851097107,37283,r13c24.bullx,10.140.2.218,177.0560851097107,0,30,182_beta=0.00040068,5,0.0004006775163569537,2,3,"[4, 2, 1]"
dd087_00183,0.06800232082605362,-14.7521333694458,6.011944055557251,True,,,30,191805d1c9e5471f9f47ab30e172f434,2021-12-15_21-55-56,1639598156,177.7203824520111,92983,r13c24.bullx,10.140.2.218,177.7203824520111,0,30,183_beta=2.5366e-05,5,2.536557924804095e-05,2,3,"[4, 2, 1]"
dd087_00184,0.023665109649300575,-15.949969291687012,5.885849475860596,True,,,60,fe8cf55bc32d457aad6c6fe457cc04f2,2021-12-15_22-00-16,1639598416,354.6420588493347,141460,r13c24.bullx,10.140.2.218,354.6420588493347,0,60,184_beta=1.3573e-05,5,1.3572603285132611e-05,2,3,"[4, 2, 1]"
dd087_00185,0.5650485157966614,-1.9163408637723478e-07,5.945514917373657,True,,,30,4560b0e3752144f981654fd234f2b658,2021-12-15_21-57-23,1639598243,177.41810011863708,142568,r13c24.bullx,10.140.2.218,177.41810011863708,0,30,185_beta=0.020828,5,0.020828376927051907,2,3,"[4, 2, 1]"
dd087_00186,0.5650485754013062,-1.67469764278394e-07,5.8759236335754395,True,,,30,47576fcdc0a541ebb35f410aaa506d81,2021-12-15_21-57-27,1639598247,175.62148141860962,147214,r13c24.bullx,10.140.2.218,175.62148141860962,0,30,186_beta=0.023483,5,0.023482657571081252,2,3,"[4, 2, 1]"
dd087_00187,0.5650485157966614,-1.0568022617007955e-06,5.641892910003662,True,,,30,fd53d178117a4c26a63b2023d517d6e9,2021-12-15_21-57-38,1639598258,174.8598084449768,153259,r13c24.bullx,10.140.2.218,174.8598084449768,0,30,187_beta=0.0066525,5,0.006652500532377663,2,3,"[4, 2, 1]"
dd087_00188,0.011545868590474129,-549.8270263671875,5.89726185798645,True,,,120,bafdfcdc366243e69bd5e3a407d10c9c,2021-12-15_22-06-54,1639598814,707.2873251438141,167229,r13c24.bullx,10.140.2.218,707.2873251438141,0,120,188_beta=3.0218e-09,5,3.0217754782046558e-09,2,3,"[4, 2, 1]"
dd087_00189,0.012146270833909512,-26.89051628112793,5.7384562492370605,True,,,120,6c89c210ecb745638cd1db824277dc69,2021-12-15_22-07-54,1639598874,714.3369445800781,198451,r13c24.bullx,10.140.2.218,714.3369445800781,0,120,189_beta=8.1065e-07,5,8.106496651362769e-07,2,3,"[4, 2, 1]"
dd087_00190,0.015609142370522022,-334.8040771484375,5.671167612075806,True,,,60,826682b7d69549f8b9d1d3d4bb464ac0,2021-12-15_22-03-16,1639598596,350.34945344924927,249620,r13c24.bullx,10.140.2.218,350.34945344924927,0,60,190_beta=2.2334e-08,5,2.2333913236175668e-08,2,3,"[4, 2, 1]"
dd087_00191,0.12059669941663742,-3.6426427364349365,6.048071384429932,True,,,30,c35f06162e9f405b8abdff3cc68fec3b,2021-12-15_22-00-28,1639598428,177.0817527770996,251604,r13c24.bullx,10.140.2.218,177.0817527770996,0,30,191_beta=0.00034255,5,0.0003425543452158847,2,3,"[4, 2, 1]"
dd087_00192,0.011542567983269691,-435.7243957519531,5.892739295959473,True,,,120,2cb7b8153f144de883ec36ff98e8a53b,2021-12-15_22-09-34,1639598974,712.4956669807434,257899,r13c24.bullx,10.140.2.218,712.4956669807434,0,120,192_beta=5.0766e-09,5,5.0765621015542376e-09,2,3,"[4, 2, 1]"
dd087_00193,0.011772146448493004,-29.45960235595703,5.072232246398926,True,,,120,d81538d55419484c9ad3b229a6afe617,2021-12-15_22-11-46,1639599106,686.1779386997223,81616,r13c24.bullx,10.140.2.218,686.1779386997223,0,120,193_beta=5.5427e-07,5,5.542699970302183e-07,2,3,"[4, 2, 1]"
dd087_00194,0.01560111716389656,-146.42286682128906,5.722696781158447,True,,,60,12540caf90084bfda8564f8ac92aec5f,2021-12-15_22-06-24,1639598784,352.835964679718,88341,r13c24.bullx,10.140.2.218,352.835964679718,0,60,194_beta=7.2119e-08,5,7.211876495420148e-08,2,3,"[4, 2, 1]"
dd087_00195,0.010538127273321152,-122.82160949707031,4.029618978500366,True,,,350,446f35ad877449849a4cf1952a74ae3b,2021-12-15_22-30-06,1639600206,1606.3394083976746,187359,r13c24.bullx,10.140.2.218,1606.3394083976746,0,350,195_beta=9.131e-09,5,9.130967201447384e-09,2,3,"[4, 2, 1]"
dd087_00196,0.5650650858879089,-9.52522967168079e-08,5.8931355476379395,True,,,30,f75c3c5c812f4f1990c41782f73b4dfc,2021-12-15_22-09-23,1639598963,175.4687099456787,26850,r13c24.bullx,10.140.2.218,175.4687099456787,0,30,196_beta=5.0855,5,5.085521997308408,2,3,"[4, 2, 1]"
dd087_00197,0.06774207949638367,-7.894520282745361,5.485845327377319,True,,,30,0dfee5afa72c4ecead579ad7a6903bdf,2021-12-15_22-09-53,1639598993,175.12028050422668,44367,r13c24.bullx,10.140.2.218,175.12028050422668,0,30,197_beta=9.0825e-05,5,9.082493698809528e-05,2,3,"[4, 2, 1]"
dd087_00198,0.010557913221418858,-561.8694458007812,4.032857656478882,True,,,350,e827d3ad987e4c549a770fa11ef81c7a,2021-12-15_22-33-12,1639600392,1514.5366938114166,79371,r13c24.bullx,10.140.2.218,1514.5366938114166,0,350,198_beta=5.4831e-10,5,5.483072575982782e-10,2,3,"[4, 2, 1]"
dd087_00199,0.5650487542152405,-2.7600179237197153e-05,4.792603254318237,True,,,30,16dd128bcef246fca946947c17273196,2021-12-15_22-12-02,1639599122,155.68162655830383,132049,r13c24.bullx,10.140.2.218,155.68162655830383,0,30,199_beta=0.00080021,5,0.0008002079773872893,2,3,"[4, 2, 1]"
